VRDL ID,VRDL Name,Date of collection,Target,Avg Cq,Cq SD,Copy Number,Copy SD,Source File,Normalized Copy Number
50,"AGMC,  Agartala",29/07/2025,imp,34.8,0.1,46.5,5.1,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,kpc,23.1,0,1827652.2,64169.4,VRDL50_AGMC_ Agartala_29072025.csv,78.49
50,"AGMC,  Agartala",29/07/2025,mcr126,,,0,0,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,mcr3,34.6,0.1,29.9,3.1,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,mcr4,34.1,0.1,70.3,7,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,mcr5910,24.6,0,24912.2,360.8,VRDL50_AGMC_ Agartala_29072025.csv,1.07
50,"AGMC,  Agartala",29/07/2025,mcr7,37.5,1.1,1.4,1.4,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,mcr8,,,0,0,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,meca,39.3,0.1,5.3,4.6,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,mtb,,,0,0,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,ndm,24.9,0.1,334433.1,26526.5,VRDL50_AGMC_ Agartala_29072025.csv,14.36
50,"AGMC,  Agartala",29/07/2025,nuc,,,0,0,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,oxa,19.3,0.1,12288928.4,621458.6,VRDL50_AGMC_ Agartala_29072025.csv,527.76
50,"AGMC,  Agartala",29/07/2025,pvl,,,0,0,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,shv,28,0.1,46356.4,2685.2,VRDL50_AGMC_ Agartala_29072025.csv,1.99
50,"AGMC,  Agartala",29/07/2025,vana,27.1,0,19834.1,144.3,VRDL50_AGMC_ Agartala_29072025.csv,0.85
50,"AGMC,  Agartala",29/07/2025,vanb,23.5,0,6027404.3,118632.5,VRDL50_AGMC_ Agartala_29072025.csv,258.85
50,"AGMC,  Agartala",29/07/2025,vanm,,,0,0,VRDL50_AGMC_ Agartala_29072025.csv,0
50,"AGMC,  Agartala",29/07/2025,vim,29.6,0.1,17374.3,1064.9,VRDL50_AGMC_ Agartala_29072025.csv,0.75
50,"AGMC, Agartala",1/7/2025,cmy,26.1,0.1,221397.8,9644.8,VRDL50_AGMC_Agartala_010725.csv,18.19
50,"AGMC, Agartala",1/7/2025,ctxm,27.8,0.1,1658.2,177.4,VRDL50_AGMC_Agartala_010725.csv,0.14
50,"AGMC, Agartala",1/7/2025,ent,27.4,0,12174.1,246.1,VRDL50_AGMC_Agartala_010725.csv,1
50,"AGMC, Agartala",1/7/2025,ic,28.7,1.3,11887,9827.2,VRDL50_AGMC_Agartala_010725.csv,0.98
50,"AGMC, Agartala",1/7/2025,imp,38,1.5,4.6,3.6,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,kpc,24.4,0.1,697166.9,39712.1,VRDL50_AGMC_Agartala_010725.csv,57.27
50,"AGMC, Agartala",1/7/2025,mcr126,,,0,0,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,mcr3,34.8,0.2,27.1,5.3,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,mcr4,33.6,0.1,112.5,8.3,VRDL50_AGMC_Agartala_010725.csv,0.01
50,"AGMC, Agartala",1/7/2025,mcr5910,26.1,0,6822.7,103.5,VRDL50_AGMC_Agartala_010725.csv,0.56
50,"AGMC, Agartala",1/7/2025,mcr7,39.2,0.1,0.2,0.1,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,mcr8,,,0,0,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,meca,39.2,0.4,5.8,5.3,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,mtb,,,0,0,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,ndm,26.6,0,85167.6,1382.4,VRDL50_AGMC_Agartala_010725.csv,7
50,"AGMC, Agartala",1/7/2025,nuc,,,0,0,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,oxa,21.5,0,2116341.4,39262.8,VRDL50_AGMC_Agartala_010725.csv,173.84
50,"AGMC, Agartala",1/7/2025,pvl,,,0,0,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,shv,29.4,0.1,17083.6,1523.2,VRDL50_AGMC_Agartala_010725.csv,1.4
50,"AGMC, Agartala",1/7/2025,vana,29.5,0.1,3476.9,169,VRDL50_AGMC_Agartala_010725.csv,0.29
50,"AGMC, Agartala",1/7/2025,vanb,24.3,0,3427620.6,65581.7,VRDL50_AGMC_Agartala_010725.csv,281.55
50,"AGMC, Agartala",1/7/2025,vanm,,,0,0,VRDL50_AGMC_Agartala_010725.csv,0
50,"AGMC, Agartala",1/7/2025,vim,29.4,0.1,19593.1,700,VRDL50_AGMC_Agartala_010725.csv,1.61
50,"AGMC, Agartala",15/07/2025,cmy,27,0,120503.4,3625.7,VRDL50_AGMC_Agartala_150725.csv,8.33
50,"AGMC, Agartala",15/07/2025,ctxm,27.3,0.1,2631.1,190.5,VRDL50_AGMC_Agartala_150725.csv,0.18
50,"AGMC, Agartala",15/07/2025,ent,27.2,0,14470.2,489.2,VRDL50_AGMC_Agartala_150725.csv,1
50,"AGMC, Agartala",15/07/2025,ic,29.1,0.9,7624,5686.9,VRDL50_AGMC_Agartala_150725.csv,0.53
50,"AGMC, Agartala",15/07/2025,imp,35.7,0.2,22.1,3.4,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,kpc,23.3,0,1582412.9,44560.1,VRDL50_AGMC_Agartala_150725.csv,109.36
50,"AGMC, Agartala",15/07/2025,mcr126,,,0,0,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,mcr3,35,0.3,23.1,4.7,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,mcr4,33.4,0.1,127.3,13.3,VRDL50_AGMC_Agartala_150725.csv,0.01
50,"AGMC, Agartala",15/07/2025,mcr5910,25.9,0,8473.6,117.6,VRDL50_AGMC_Agartala_150725.csv,0.59
50,"AGMC, Agartala",15/07/2025,mcr7,36.5,0.8,2.9,1.5,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,mcr8,,,0,0,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,meca,38.3,0.6,17.4,6.6,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,mtb,,,0,0,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,ndm,25.9,0.1,155850,11670.8,VRDL50_AGMC_Agartala_150725.csv,10.77
50,"AGMC, Agartala",15/07/2025,nuc,38.6,0.5,1,0.3,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,oxa,19.8,0.1,8048857.4,357160.3,VRDL50_AGMC_Agartala_150725.csv,556.24
50,"AGMC, Agartala",15/07/2025,pvl,,,0,0,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,shv,28.8,0.1,26333.6,1099.2,VRDL50_AGMC_Agartala_150725.csv,1.82
50,"AGMC, Agartala",15/07/2025,vana,26.8,0,25301.4,805.9,VRDL50_AGMC_Agartala_150725.csv,1.75
50,"AGMC, Agartala",15/07/2025,vanb,23.3,0.1,6765409.4,297319.9,VRDL50_AGMC_Agartala_150725.csv,467.54
50,"AGMC, Agartala",15/07/2025,vanm,,,0,0,VRDL50_AGMC_Agartala_150725.csv,0
50,"AGMC, Agartala",15/07/2025,vim,29.7,0.2,16439.2,2029.3,VRDL50_AGMC_Agartala_150725.csv,1.14
50,"AGMC, Agartala",17/06/2025,cmy,26.3,0.1,198424.5,9188.5,VRDL50_AGMC_Agartala_170624.csv,30.09
50,"AGMC, Agartala",17/06/2025,ctxm,25.9,0.1,9479.7,610.7,VRDL50_AGMC_Agartala_170624.csv,1.44
50,"AGMC, Agartala",17/06/2025,ent,27.3,0.1,6594.1,7622.7,VRDL50_AGMC_Agartala_170624.csv,1
50,"AGMC, Agartala",17/06/2025,ic,22.4,0,1048033.5,39021.9,VRDL50_AGMC_Agartala_170624.csv,158.94
50,"AGMC, Agartala",17/06/2025,imp,38.4,,1.1,1.6,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,kpc,30.7,0,6809.7,35.5,VRDL50_AGMC_Agartala_170624.csv,1.03
50,"AGMC, Agartala",17/06/2025,mcr126,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,mcr3,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,mcr4,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,mcr5910,27.4,0,2205.4,41.4,VRDL50_AGMC_Agartala_170624.csv,0.33
50,"AGMC, Agartala",17/06/2025,mcr7,36,0.2,3.9,0.6,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,mcr8,34.1,0.2,79.5,12.4,VRDL50_AGMC_Agartala_170624.csv,0.01
50,"AGMC, Agartala",17/06/2025,meca,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,mtb,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,ndm,25.8,0,160560.8,916.1,VRDL50_AGMC_Agartala_170624.csv,24.35
50,"AGMC, Agartala",17/06/2025,nuc,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,oxa,26.9,0.8,31724.5,19614.6,VRDL50_AGMC_Agartala_170624.csv,4.81
50,"AGMC, Agartala",17/06/2025,pvl,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,shv,30.1,0,10690.9,377.2,VRDL50_AGMC_Agartala_170624.csv,1.62
50,"AGMC, Agartala",17/06/2025,vana,30,0.1,2467.3,112.4,VRDL50_AGMC_Agartala_170624.csv,0.37
50,"AGMC, Agartala",17/06/2025,vanb,,,0,0,VRDL50_AGMC_Agartala_170624.csv,0
50,"AGMC, Agartala",17/06/2025,vanm,26.4,0.1,89225.8,4236.1,VRDL50_AGMC_Agartala_170624.csv,13.53
50,"AGMC, Agartala",17/06/2025,vim,24.5,0.1,18902.3,973.6,VRDL50_AGMC_Agartala_170624.csv,13.53
57,"AIIMS, Rishikesh",29/07/2025,cmy,24.2,0.1,881298.2,54247.7,VRDL57_AIIMS_Rishikesh_290725.csv,26.08
57,"AIIMS, Rishikesh",29/07/2025,ctxm,35.1,3.6,15.1,22.2,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,ent,26.1,0.2,33786,5746.2,VRDL57_AIIMS_Rishikesh_290725.csv,1
57,"AIIMS, Rishikesh",29/07/2025,ic,27.1,0.3,30348.1,6886.7,VRDL57_AIIMS_Rishikesh_290725.csv,0.9
57,"AIIMS, Rishikesh",29/07/2025,imp,23.9,1.8,934965.1,913059.3,VRDL57_AIIMS_Rishikesh_290725.csv,27.67
57,"AIIMS, Rishikesh",29/07/2025,kpc,24.3,0.6,835570.1,339598,VRDL57_AIIMS_Rishikesh_290725.csv,24.73
57,"AIIMS, Rishikesh",29/07/2025,mcr126,,,0,0,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,mcr3,29.3,0.2,1969.7,243.6,VRDL57_AIIMS_Rishikesh_290725.csv,0.06
57,"AIIMS, Rishikesh",29/07/2025,mcr4,30.4,0.2,1620.5,223.5,VRDL57_AIIMS_Rishikesh_290725.csv,0.05
57,"AIIMS, Rishikesh",29/07/2025,mcr5910,25.9,0.1,8338.9,558.8,VRDL57_AIIMS_Rishikesh_290725.csv,0.25
57,"AIIMS, Rishikesh",29/07/2025,mcr7,35.4,4.5,248.3,571.9,VRDL57_AIIMS_Rishikesh_290725.csv,0.01
57,"AIIMS, Rishikesh",29/07/2025,mcr8,38.7,1.2,1.1,2,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,meca,,,0,0,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,mtb,,,0,0,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,ndm,23.8,1.2,1207211.1,971660,VRDL57_AIIMS_Rishikesh_290725.csv,35.73
57,"AIIMS, Rishikesh",29/07/2025,nuc,,,0,0,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,oxa,20.9,0.4,3417959.7,1164548.1,VRDL57_AIIMS_Rishikesh_290725.csv,101.16
57,"AIIMS, Rishikesh",29/07/2025,pvl,,,0,0,VRDL57_AIIMS_Rishikesh_290725.csv,0
57,"AIIMS, Rishikesh",29/07/2025,shv,30.9,0.7,6571.9,3247.1,VRDL57_AIIMS_Rishikesh_290725.csv,0.19
57,"AIIMS, Rishikesh",29/07/2025,vana,24.6,0.1,122341.6,11410,VRDL57_AIIMS_Rishikesh_290725.csv,3.62
57,"AIIMS, Rishikesh",29/07/2025,vanb,25,0.8,2332739,1189930.9,VRDL57_AIIMS_Rishikesh_290725.csv,69.04
57,"AIIMS, Rishikesh",29/07/2025,vanm,30.4,1.4,8370.2,5759,VRDL57_AIIMS_Rishikesh_290725.csv,0.25
57,"AIIMS, Rishikesh",29/07/2025,vim,27.7,1.6,100111.7,84943,VRDL57_AIIMS_Rishikesh_290725.csv,2.96
